ReadGroup	Library	Sample	Total	Mapped	Duplicates	LENGTH_ESTIMATE	TEL0	TEL1	TEL2	TEL3	TEL4	TEL5	TEL6	TEL7	TEL8	TEL9	TEL10	TEL11	TEL12	TEL13	TEL14	TEL15	TEL16	GC0	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	
UNKNOWN		UNKNOWN	69609294	69155067	10359242	195.895	67193411	2050999	107554	49023	36238	28301	22836	18208	15239	11758	8621	6037	4684	3886	3335	3055	2948	5262368	4303789	3347290	2445749	1750430	1121114	734678	454050	284829	181423	
UNKNOWN		UNKNOWN	71218133	70629547	4987389	808.118	68839850	1433016	133689	97714	83487	66365	48666	29998	19707	13364	11008	14721	23388	53376	210629	139155	0	3341795	6124764	5160968	4087855	3404936	1207668	1763059	1054772	669872	408472	
UNKNOWN		UNKNOWN	38134161	37896716	2101121	154.08	36889058	1073551	57661	26217	19854	14775	12027	9356	7244	5374	3774	2712	2010	1510	1295	1045	954	2730703	2319998	1836982	1368170	1013243	642639	448221	280293	172683	109990	
UNKNOWN		UNKNOWN	27901363	27646087	4290813	246.688	26925727	794189	39746	17173	12966	9915	8268	6583	5398	4452	3565	2748	2633	2388	2235	2251	2372	1903263	1543299	1182999	862354	626006	389224	267871	169732	105661	66149	
UNKNOWN		UNKNOWN	45082339	44505312	2230498	152.21	43602173	1268490	69559	32930	24786	18133	14951	11339	8722	6449	4516	3359	2422	1947	1528	1488	1396	3226984	2772311	2206278	1678932	1266449	784809	558767	374263	238605	146937	
UNKNOWN		UNKNOWN	29473569	28927820	5822110	196.286	28507316	816108	42100	19129	14652	10248	9339	6985	5468	4228	3177	2249	1670	1436	1381	1434	1695	1996234	1649988	1271598	930693	686167	409113	282534	183022	119987	87995	
UNKNOWN		UNKNOWN	19598025	19520130	2767641	260.604	18866249	610664	34103	15059	10816	8379	7129	5702	4907	3981	3254	2791	2505	2322	2157	1897	1807	1499339	1231414	977644	728349	519671	349699	229200	143142	87306	55155	
UNKNOWN		UNKNOWN	68894549	67687914	3093425	274.993	67058384	1364753	107971	73993	61545	48234	32463	19120	10554	6422	5779	8940	11369	21015	43089	20918	0	3109847	5545171	4636476	3693610	2806813	1065108	1558193	978182	619504	374832	
UNKNOWN		UNKNOWN	39158558	37476615	6716892	157.683	37792856	1163217	59097	26112	18958	14536	12051	9492	7661	5843	4241	3213	2542	2150	1885	1736	1885	2737480	2263388	1798590	1378051	1077664	786901	597789	425687	283053	171461	
UNKNOWN		UNKNOWN	27487788	27440800	5007831	173.235	26593386	764273	39487	18327	13536	10362	8535	6614	4972	3905	2641	1853	1275	1093	954	1008	1084	1916473	1586226	1232800	905114	664260	396222	270460	169805	104469	65947	
UNKNOWN		UNKNOWN	31112725	30977151	6198560	165.447	30095570	869197	45666	19782	14983	11628	9495	7570	5904	4215	3023	2039	1684	1329	1156	1127	1152	2291907	1896329	1474939	1090354	795127	481405	324513	203041	124501	79310	
UNKNOWN		UNKNOWN	31185664	30863902	1492184	194.825	30333506	691628	44823	26061	19637	15225	11216	7162	4274	2246	1396	819	710	964	1943	4415	19639	2304837	2019610	1656588	1279690	941777	675722	432322	283316	175992	119268	
UNKNOWN		UNKNOWN	32940708	32795169	719438	211.988	31805728	974942	51644	23212	16836	12901	10614	8548	6754	5188	3610	2587	1913	1563	1338	1084	939	2350681	1888090	1433943	1022215	705195	438651	282664	172726	105955	65792	
UNKNOWN		UNKNOWN	50565361	50234196	2343590	155.296	49200863	1117977	72535	43391	32353	23558	16572	11652	6994	4739	3241	2693	2561	2845	3446	5766	14175	3785823	3310038	2716604	2129186	1592195	1114434	748286	482601	299085	202393	
UNKNOWN		UNKNOWN	29856609	29797363	5809434	212.736	28876421	821618	42343	18969	13959	10848	8759	6781	5465	3977	2940	2296	1798	1696	1643	1868	2191	1987701	1635077	1247059	905422	659546	382730	260047	160332	97758	60962	
UNKNOWN		UNKNOWN	35369208	35117315	2238180	343.774	34073407	978103	59940	30689	24389	20662	18212	15700	13785	12211	10009	8253	7725	6987	6369	6008	5889	2816561	2430283	1964060	1513652	1200472	754919	524892	338848	221519	148119	
UNKNOWN		UNKNOWN	21444125	21262745	3406327	160.098	20719366	626955	31960	14183	10654	7352	6310	4533	3642	2705	1905	1373	1006	708	546	439	474	1448002	1186878	915165	666936	484664	298333	201512	125108	77018	47755	
UNKNOWN		UNKNOWN	46042867	45185547	6059731	202.768	44402890	1382746	82051	36992	28550	21046	18343	14463	12046	9083	5917	4248	2811	2146	1659	1450	1368	3485664	2927521	2275095	1666716	1200926	767828	514237	328344	210586	141475	
UNKNOWN		UNKNOWN	34266240	34025363	1435063	267.406	33121368	948882	48843	22441	17271	13788	11543	9376	7632	6577	5512	4716	4368	4257	3869	3811	3972	2483705	2095759	1648260	1225371	905653	557426	383130	241972	150071	94824	
UNKNOWN		UNKNOWN	36349938	36062134	2545811	264.404	35099000	981872	58805	30074	23056	18935	16649	14101	11841	9862	8361	7060	5662	5218	4562	4283	3955	2815227	2439225	2004020	1558319	1265974	783135	558977	368154	242314	160977	
UNKNOWN		UNKNOWN	30698061	30553506	5358385	150.853	29703652	857629	45439	20590	14884	11303	9353	6847	5406	3851	2565	1804	1441	1044	813	747	796	2129286	1762698	1378587	1018393	759365	454381	309907	194347	120209	75318	
UNKNOWN		UNKNOWN	51888173	51302926	7686293	113.39	50407961	1268323	66375	32623	23773	17789	14063	10460	8121	5761	4137	3138	2657	2086	1889	1791	1606	3711580	3262337	2652753	2061931	1675928	980648	749245	495301	317676	213533	
UNKNOWN		UNKNOWN	30732323	30484257	7121901	186.41	29718597	856947	41650	19007	14196	10660	8750	6804	5209	3949	2900	2288	1822	1624	1676	1689	1810	2149459	1762179	1347598	985369	719168	436005	296699	187452	114605	72078	
UNKNOWN		UNKNOWN	37615079	37109407	3801302	201.186	36198081	1190527	68803	29796	20929	13942	11344	10057	8272	6561	5118	4275	3518	3114	2798	2655	2105	2808077	2352860	1881290	1430268	1051116	691589	464690	290458	182252	109770	
UNKNOWN		UNKNOWN	31839098	31775701	6411701	182.389	30772638	906005	47409	21905	15954	12637	10111	8059	6298	4640	3421	2376	1569	1377	1317	1406	1363	2277830	1882558	1465957	1076561	786017	476119	323482	202918	124989	79168	
UNKNOWN		UNKNOWN	57262923	56803033	10077570	167.463	55315855	1684855	83096	37072	27547	19877	16345	12770	9971	7530	5056	3695	2775	1939	1520	1447	1453	4008544	3255258	2487492	1805335	1282407	797541	531421	330549	201510	123116	
UNKNOWN		UNKNOWN	71857982	64355983	9726101	184.783	69533845	1999707	100162	44767	33412	25892	21601	17463	14097	10664	7510	5166	3999	3093	2791	2606	2187	4901773	4014288	3120091	2277898	1658012	1065439	747054	520942	422833	431039	
UNKNOWN		UNKNOWN	29730323	29639292	2736685	194.236	28545545	956631	59478	29687	21644	17300	14554	11860	10156	7829	5572	4323	3517	2946	2464	2138	2085	2592100	2249209	1907781	1516761	1155057	814485	532834	338833	214377	130160	
UNKNOWN		UNKNOWN	71616404	67851419	9371410	178.689	69160386	2078714	119240	55604	40881	31299	27002	20798	16859	12563	8502	5633	4478	3388	2426	2169	2108	5255044	4377268	3438422	2549019	1897547	1297183	964966	691378	490184	354946	
UNKNOWN		UNKNOWN	44569664	44142143	2529255	181.12	43138339	1233272	62199	27286	20756	15366	13338	10217	8221	6471	4847	4028	2991	2734	2447	2272	2121	3160354	2641743	2068673	1545603	1137643	713308	486162	306670	188403	116788	
UNKNOWN		UNKNOWN	35932464	35624466	1705044	144.874	34787593	999967	49246	21817	16309	12332	9778	7821	6078	4266	3196	2270	1695	1331	1121	1079	974	2552583	2138932	1682609	1252996	915765	573592	397710	253973	157053	98882	
UNKNOWN		UNKNOWN	31542499	31431225	5709250	157.35	30517257	879008	47472	21172	15549	11648	9625	7545	5744	3905	2856	1945	1467	1115	1046	901	982	2213838	1839185	1437817	1063755	790273	474123	323031	203611	126648	81302	
UNKNOWN		UNKNOWN	25429063	25157734	4470324	189.764	24581214	713728	36086	16878	12908	9302	8254	6108	5257	3963	2814	2240	1720	1420	1348	1426	1518	1855520	1543865	1205873	893360	658229	401931	273565	174071	108421	70103	
UNKNOWN		UNKNOWN	25497055	25197936	4653611	195.342	24669281	698960	34994	16090	11519	8500	7221	5290	4586	3521	2570	1970	1714	1482	1353	1543	1660	1774024	1459203	1120761	813785	594899	356303	241988	152060	93169	58974	
UNKNOWN		UNKNOWN	32944257	32224958	6160379	201.594	31761280	991268	53711	24476	16715	12573	10640	8392	6778	5039	3814	3171	2722	2223	2117	2213	2012	2296109	1880778	1474237	1100470	820382	560289	397529	266985	170468	104872	
UNKNOWN		UNKNOWN	47194065	45914189	7578095	161.018	45648439	1321990	60431	26555	20374	14709	12541	9747	7696	5581	4131	3208	2536	2068	2019	2138	2108	3249028	2650058	2050075	1517067	1127679	724500	508005	327033	200444	120455	
UNKNOWN		UNKNOWN	31391643	31192800	1049530	116.707	30608495	640940	43230	26606	19375	13547	9047	6816	4068	2714	1973	1571	1459	1538	1694	2524	6046	2289537	2096010	1755834	1418554	1145944	738323	548625	366153	237051	160307	
UNKNOWN		UNKNOWN	82108050	81353745	12260091	155.009	80296327	1449643	108149	62991	37627	20189	15757	49311	43992	4107	3065	2142	1826	1578	1328	1302	1218	5967650	5350272	4522905	3677318	2921077	2205662	1553384	1068107	728441	503835	
UNKNOWN		UNKNOWN	38874306	38567744	2821062	385.757	37467192	1046953	59110	29656	24408	20486	19067	16141	14905	13075	11544	9888	9359	8960	8330	8098	8057	3038157	2602747	2091139	1595453	1251762	779967	545413	354463	226219	150597	
UNKNOWN		UNKNOWN	45044587	44505830	1903486	209.33	43882486	951598	55429	31789	23977	17898	12641	9204	5684	3755	2518	2261	2286	2520	3724	7521	29296	3365081	2944625	2416388	1876777	1395030	981174	645915	425213	270363	182919	
UNKNOWN		UNKNOWN	48226150	47958779	1894268	145.432	46956486	1036734	69262	42077	31505	22437	15509	11270	6678	4538	3036	2571	2427	2554	3042	4587	11437	3556667	3147868	2582191	2029232	1550103	1043079	726855	473513	298751	199612	
UNKNOWN		UNKNOWN	40953131	40825521	910658	191.65	39557220	1208912	60535	26428	19285	14974	12426	9947	7904	6118	4332	2997	2126	1845	1470	1271	1182	2996170	2401155	1826626	1306739	909193	569949	364156	220781	134237	82856	
UNKNOWN		UNKNOWN	29396407	29141019	4801483	192.076	28392449	851971	43985	19908	14801	10846	8898	6909	5388	4183	3027	2286	1644	1326	1166	1174	1213	1970919	1608108	1242450	908261	661130	405173	277750	176318	108435	68164	
UNKNOWN		UNKNOWN	29165934	28698262	4619953	145.414	28216365	824234	41327	18214	13455	9577	7709	5643	4620	3348	2463	1643	1136	868	695	740	692	1992395	1631729	1257545	915298	672885	413860	287472	182937	115323	72689	
UNKNOWN		UNKNOWN	66845728	66657668	5487439	191.41	64640360	1937036	90130	39162	28128	21858	17822	14046	11387	8654	6098	4155	3218	2713	2036	1852	1677	4521489	3573552	2677939	1893251	1304967	804977	512918	314225	190219	118871	
UNKNOWN		UNKNOWN	16015495	15720387	2291505	201.339	15449940	478077	24721	11018	8170	6050	5239	3836	3238	2566	1901	1499	1094	1003	922	850	904	1133950	926942	721549	531861	388587	251340	167170	108018	70475	48133	
UNKNOWN		UNKNOWN	44624829	44338052	1635993	190.63	43423377	961572	65557	40223	30278	22425	15250	11747	7831	5074	3779	3201	3178	3499	4204	6553	17081	3337062	2968844	2444936	1930711	1492577	1017230	700556	457516	289340	195148	
UNKNOWN		UNKNOWN	39503952	39184687	2848624	119.588	38346510	1005246	52483	24875	18309	13213	10870	7402	5750	4021	2682	1893	1387	1152	812	825	741	2707952	2309189	1802758	1348220	1031026	581764	426497	277900	176720	115044	
UNKNOWN		UNKNOWN	179753602	20416976	1688358	90.9147	177635214	1953097	69654	13971	10694	8830	7772	6288	5125	4278	3332	2946	2438	2057	1934	1726	1707	1516026	1424309	1257740	1130015	1195496	1336938	1793522	2683079	4443163	7880724	
UNKNOWN		UNKNOWN	33459414	32672222	1764302	170.152	32348054	955457	48462	22608	16405	12555	10484	8078	6574	5181	3833	2992	2456	2055	1750	1688	1593	2357138	1995270	1587972	1209807	921782	617057	450151	299826	195636	125248	
UNKNOWN		UNKNOWN	24416167	24215829	1359704	344.075	23540313	662215	40227	19823	15961	13215	11852	10205	8983	7675	6510	5649	5099	4673	4461	4206	4019	1919773	1655584	1328254	1013447	797880	494537	347190	228121	147163	99658	
UNKNOWN		UNKNOWN	50511233	50226198	2150268	153.015	48980646	1304422	72143	36617	27299	20794	16032	11499	7429	4962	3217	2112	1450	1376	1563	3104	14185	3637175	3125988	2518962	1931385	1432326	973591	645576	415575	257037	170456	
UNKNOWN		UNKNOWN	76171741	75813807	11031279	146.965	73864965	1965775	98678	45554	33550	25773	21184	16324	12616	9981	7452	5803	4672	4200	3691	3800	3744	5630915	4830451	3833528	2900366	2231406	1326078	954701	612639	385783	248762	
UNKNOWN		UNKNOWN	68556547	67536555	8601476	78.5206	66973909	1331629	93569	50901	30954	17945	12281	15940	13076	3811	2598	1882	1324	1101	794	675	655	4863974	4303013	3582410	2870852	2238630	1617010	1160108	804180	547403	372531	
UNKNOWN		UNKNOWN	27605899	27458579	1485381	238.955	26627349	787080	51584	23345	17728	14309	12486	10609	8812	6884	5309	4107	3311	2762	2373	2206	2014	2161844	1862202	1519191	1163552	893912	570739	397292	256909	170823	115411	
UNKNOWN		UNKNOWN	29849476	29749572	1902053	542.755	28657786	819373	48072	24259	19928	18489	17335	16164	14890	13565	12391	11562	11074	10690	10394	10007	9940	2355041	2014453	1627563	1240854	982322	625888	424733	270163	174918	116277	
UNKNOWN		UNKNOWN	34271196	33887027	3469554	179.715	32994340	1083350	61846	26152	17904	12041	9931	8409	6720	5342	3971	3456	2659	2335	1980	1934	1761	2587847	2164636	1718993	1292462	936191	616032	407138	252401	156902	93753	
UNKNOWN		UNKNOWN	44067420	35997781	1162913	233.617	42896850	827535	64951	50594	44600	35671	26035	16037	10536	5473	3575	4217	5183	12249	38474	25440	0	1888192	3524069	3210851	2871241	2598506	1153500	1970247	1537115	1114597	707597	
UNKNOWN		UNKNOWN	59397908	58842660	5365073	208.431	57418620	1698576	81234	37321	27437	20789	17442	13744	10631	8392	5940	4762	3788	3070	2744	2848	2853	4028140	3232292	2452950	1765110	1265109	774417	508860	316116	192881	120230	
UNKNOWN		UNKNOWN	62415637	61952068	2601706	149.683	60782687	1253051	99996	70900	59450	44838	31203	17569	9185	4470	2993	2783	3188	5817	16772	10735	0	2872427	5180408	4384612	3468493	2582511	969785	1402920	847841	522973	305644	
UNKNOWN		UNKNOWN	28004295	27654049	4326477	167.6	27068425	803144	41704	18472	13093	9805	8440	6554	4890	3880	2754	1894	1391	932	845	776	859	1941471	1593230	1226362	897753	658680	410529	286695	184544	114424	72630	
UNKNOWN		UNKNOWN	68707736	68116800	3310554	313.071	66772483	1392111	117041	83349	68733	53555	38344	23314	14117	9803	8373	11116	13343	22028	51589	28437	0	3209323	5779880	4899843	3931358	3053179	1154449	1679790	1046785	667546	400996	
UNKNOWN		UNKNOWN	25393878	23456345	1412256	230.569	24567157	663576	38072	18651	13891	11423	10262	8314	7264	5783	4571	3792	3171	2709	2395	2249	2160	1893937	1654519	1343595	1025101	808605	521756	386863	277398	211217	190931	
UNKNOWN		UNKNOWN	83435554	82961667	6334447	258.546	80470887	2508799	131554	56914	41955	33104	27432	22786	18926	15336	11689	9258	8100	6869	6189	5897	5645	5831852	4703885	3623111	2635230	1893679	1203112	779732	480881	295505	181110	
UNKNOWN		UNKNOWN	37892432	37257934	1523204	77.2176	36968714	812366	41997	20551	13898	10037	6696	4244	2260	1185	615	350	339	404	725	1672	6379	2634144	2250577	1804821	1377282	1004482	697803	465438	308562	196677	127393	
UNKNOWN		UNKNOWN	35310400	35088739	2439272	400.119	34023671	961832	53782	27173	21842	18835	16760	14674	13734	11924	10518	9048	8429	8007	7397	7260	6936	2791896	2365434	1895686	1426536	1084604	685651	465464	297227	194511	130497	
UNKNOWN		UNKNOWN	55571737	54674214	8436194	219.95	53631770	1573166	88138	41964	31685	25496	21818	18179	15020	12014	9161	7080	5789	5222	4582	4466	4853	4604887	3882240	3100336	2328403	1740085	1100058	737129	465422	295271	192401	
UNKNOWN		UNKNOWN	54486228	53818017	1963718	298.358	52980344	1083002	92083	67283	57651	45120	31055	18428	10828	7789	4797	5553	6941	13612	37930	23812	0	2528255	4494392	3774980	3007229	2288613	855450	1226597	747699	463483	274137	
UNKNOWN		UNKNOWN	72228965	71397189	3760790	170.649	70244152	1474139	128274	94297	80697	63441	43972	25031	13139	6653	4362	4383	5463	9032	20604	11326	0	3339657	6017633	5091832	4051332	3073008	1165265	1705046	1052980	661750	396882	
UNKNOWN		UNKNOWN	35902613	35478135	1638602	155.953	34709562	1029000	55300	25447	18248	14218	11633	8646	6793	5056	3686	2454	1856	1482	1299	1108	1026	2539433	2157473	1724915	1293777	950906	598457	415840	271786	172227	110286	
UNKNOWN		UNKNOWN	37115207	36804267	1187399	235.342	36145017	758792	52079	32770	25038	17888	12295	11047	7420	5595	4325	3897	3717	4031	4831	7578	18887	2762086	2493554	2070860	1655096	1314458	877758	622896	407077	259379	175187	
UNKNOWN		UNKNOWN	89446567	46866692	4903589	235.535	87356361	1726579	89250	38921	30014	24892	22417	18765	16033	13777	10778	8682	7045	6498	5458	5339	5131	3898735	3374890	2750804	2145167	1721161	1273154	1117607	1142711	1473437	2290858	
UNKNOWN		UNKNOWN	33613863	33251697	1404036	166.817	32483331	973276	52637	23816	17003	13523	10919	8155	6590	4829	3547	2522	1982	1612	1350	1288	1139	2414614	2042342	1608137	1186680	879556	551905	383751	244733	152640	97576	
UNKNOWN		UNKNOWN	19978897	19787548	3337214	207.763	19292247	572141	31753	15389	11068	8397	7163	5534	4352	3217	2368	1770	1314	1083	1073	1049	1168	1376042	1154762	898587	666755	498486	299730	206434	131464	81428	50959	
UNKNOWN		UNKNOWN	45029764	42972406	3321697	369.854	43325308	1258899	73940	36943	28508	24737	23452	20420	18431	15992	13649	12190	11471	10515	10179	10044	9922	3623287	3142147	2564164	1985924	1568661	1028701	703058	470996	334264	267329	
UNKNOWN		UNKNOWN	57099060	56415302	3978160	175.736	55559116	1258921	81643	45232	33680	25699	18775	12339	7139	4303	2733	1544	1587	2433	4048	8201	31667	4348564	3808718	3136658	2456950	1820141	1307670	839839	550006	341783	226799	
UNKNOWN		UNKNOWN	28582765	28390800	2274647	379.041	27390577	870082	51678	23394	17661	14273	12281	10695	9521	8633	7879	7876	7642	7321	7266	6945	7095	2272620	1938237	1585686	1219562	913613	629649	434274	272642	167309	104790	
UNKNOWN		UNKNOWN	37775969	37625173	1671287	467.155	36647104	768426	65182	49049	42259	33309	23438	13384	7754	5864	6174	8122	10406	18710	49780	27008	0	1702690	3124298	2656731	2124459	1662472	616686	915695	555830	353655	211629	
UNKNOWN		UNKNOWN	56344691	51097496	1677907	158.636	54940796	1096819	76066	51464	41489	31442	21528	12867	7989	4914	3198	3360	4884	9418	23734	14723	0	2515812	4580038	4016568	3380784	2757872	1121695	1744888	1198584	797623	484095	
UNKNOWN		UNKNOWN	31547961	31311848	2269315	520.646	30239040	902260	57466	29891	25019	22693	20988	18943	17900	16092	14057	12776	12035	10956	10611	10268	10004	2644187	2292231	1869846	1442919	1138434	718185	484674	310165	196567	129610	
UNKNOWN		UNKNOWN	38102578	37846763	1674533	773.44	36889510	771591	62299	45348	37885	29475	20430	12015	9867	8058	7946	10246	13844	27756	94948	61360	0	1716540	3072666	2600946	2074162	1702951	597968	857505	496791	314511	181347	
UNKNOWN		UNKNOWN	35274332	34979969	1524133	208.545	34101335	993315	52718	23948	17792	14071	11494	8946	7244	5921	4678	3629	3165	2786	2719	2577	2464	2557059	2155835	1705582	1275176	941525	589023	411525	261361	164988	104907	
UNKNOWN		UNKNOWN	48110744	47583340	3077023	180.796	46791395	1064168	73902	42822	31663	23514	17905	11392	6222	3813	1973	1201	1099	1452	2410	6106	29707	3694424	3256648	2666917	2064426	1521663	1093784	701032	459922	282739	186837	
UNKNOWN		UNKNOWN	42685391	42017714	2461254	155.777	41535981	954297	60346	33207	23962	17737	12621	8056	4598	2439	1287	777	696	985	1793	4650	21959	3237761	2813807	2285007	1755701	1283293	910155	581506	375895	232420	151416	
UNKNOWN		UNKNOWN	56799893	54499879	2633360	209.614	55342931	1114907	84172	56726	46008	34770	23766	13753	8060	5109	4108	5069	6299	11322	27510	15383	0	2516097	4555610	3866765	3099191	2397397	936384	1397967	916351	604218	375770	
UNKNOWN		UNKNOWN	61729925	60998746	5094361	1026.54	59536446	1244746	116253	89374	76474	62769	48133	31641	18595	12111	10003	11872	20307	49199	236644	165358	0	2775038	5111609	4301325	3398344	2931796	983918	1418376	862583	539918	319370	
UNKNOWN		UNKNOWN	29959409	29763255	5526811	225.129	28936884	832613	42089	19173	14758	11524	9694	7663	6726	5025	3790	3154	2695	2454	2435	2765	3296	2176718	1816142	1432423	1070150	801030	484207	328972	206290	126420	78663	
UNKNOWN		UNKNOWN	55233073	54665618	2551227	194.662	53738022	1202181	80378	48666	36902	27345	19119	14205	9168	6090	4392	3920	3876	4234	5318	8189	21068	4228144	3681806	3007231	2346565	1758075	1231575	818519	525320	328970	218089	
